231,PortoAlegre,Brazil
232,Tangerang,Indonesia
233,SantaCruzdeLaSierra,Bolivia
234,Changan,China
235,Kampala,Uganda
236,Kosaeli,Turkey
237,Suzhou,China
238,Kulna,Bangladesh
239,Douala,Cameroon
240,Shantou,China
241,Gorakhpur,India
242,Makassar,Indonesia
243,Kawasaki,Japan
244,Kawasaki,Japan
245,Montevideo,Uruguay
246,Baotou-Shi,China
247,Medina,SaudiArabia
248,Yaounde,Cameroon
249,Bamako,Mali
250,ChangwatSongkla,Thailand
251,Nasik,India
252,ChangwatChungWoori,Thailand
253,Semarang,Indonesia
254,Ekaterinburg,Russia
255,SanDiego,USA
256,Pimpri,India
257,NizhnyNovgorod,Russia
258,Faridabad,India
259,DavaoCity,Philippines
260,Aman,Jordan
261,CiudaddeMontevideo,Uruguay
262,Lusaka,Zambia
263,Kathmandu,Nepal
264,Hookah,India
265,Thane,India
266,SanAntonio,USA
267,Stockholm,Sweden
268,Beirut,Lebanon
269,Shiraz,Iran
270,Adana,Turkey
271,Munich,Germany
272,Suwon,KoreaRep.
273,Suigen,KoreaRep.
274,Palembang,Indonesia
275,Port-AU-Prince,Haiti
276,Nezahualcoyotl,Mexico
277,Meerut,India
278,Peshawar,Pakistan
279,Rosario,Argentina
280,Central,Philippines
281,Center,Philippines
282,Jizan,SaudiArabia
283,Davao,Philippines
284,Dallas,USA
285,Mandalay,Namibia
286,Almaty,Kazakhstan
287,Spetsgorodok,Kazakhstan
288,Bronx,USA
289,ChangwatSakonNakon,Thailand
290,Omdurman,Sudan
291,Mecca,SaudiArabia
292,Ghaziabad,India
293,Anshan,China
294,Xuzhou,China
295,Depok,Indonesia
296,Maputo,Mozambique
297,Freetown,SierraLeone
298,ChangwatChayaphum,Thailand
299,Fuzhou,China
300,ChangwatNakhonSawan,Thailand
301,Rajkot,India
302,Pest,Hungary
303,Guiyang,China
304,Goiania,Brazil
305,Guarulhos,Brazil
306,Prague,CzechRepublic
307,Varanasi,India
308,FEZ,Morocco
309,Milan,Italy
310,ChangwatOfPhetchabun,Thailand
311,Tripoli,Libya
312,PortHarcourt,Nigeria
313,BaliATACliat,Ireland
314,Hiroshima,Japan
315,Dubai,OAE
316,Managua,Nicaragua
317,Dubai,OAE
318,Samara,Russia
319,Omsk,Russia
320,Benin,Nigeria
321,Monterrey,Mexico
322,Baku,Azerbaijan
323,Brazzaville,Congo
324,Belgrade,Jamaica
325,Leon,Mexico
326,Maiduguri,Nigeria
327,Wuxi,China
328,Kazan,Russia
329,AlJadid,Morocco
330,Yerevan,Armenia
331,Amritsar,India
332,Kaisaria,Turkey
333,Copenhagen,Denmark
334,Wagadugu,BurkinaFaso
335,ChangwatKalasin,Thailand
336,Taichung,Taiwan
337,Jono,Japan
338,Rostov-on-don,Russia
339,Adelaide,Australia
340,Allahabad,India
341,Gaziantep,Turkey
342,Visakhapatnam,India
343,Chelyabinsk,Russia
344,Sofia,Bulgaria
345,UnguiaUCU,Tanzania
346,Datong,China
347,Doug,China
348,Tbilisi,Georgia
349,ChangwatNonthaburi,Thailand
350,ChangwatSamutPrakan,Thailand
351,Sendai,Japan
352,Xianyang,China
353,Ufa,Russia
354,Songman,KoreaRep.
355,Campinas,Brazil
356,Ouagadougou,BurkinaFaso
357,Jabalpur,India
358,Haora,India
359,Huainan,China
360,Dublin,Ireland
361,Kunming,China
362,Brussels,Belgium
363,Aurangabad,India
364,Kulm,Iran
365,Volgograd,Russia
366,Aiden,Turkey
367,Shenzhen,China
368,NovaIguau,Brazil
369,Rongcheng,China
370,Odessa,Ukraine
371,Kitakyushu,Japan
372,Sholapur,India
373,Voting,China
374,ChangwatSuratThani,Thailand
375,Napoli,Yemen
376,Benji,China
377,Zapopan,Mexico
378,Birmingham,Britain
379,Perm,Russia
380,Naples,Italy
381,Erzerum,Turkey
382,Springer,India
383,Zariya,Nigeria
384,Guatemala,Guatemala
385,Mendoza,Argentina
386,ChangwatOfPhitsanulok,Thailand
387,Cologne,Germany
388,Calgary,Canada
389,PortElizabeth,SouthAFR.Respub.
390,Arab,Sudan
391,Fes,Morocco
392,Cologne,Germany
393,Coimbatore,India
394,Maceio,Brazil
395,Cartagena,Colombia
396,Seat,Morocco
397,Changzhou,China
398,Sultan,SaudiArabia
399,Ranchi,India
400,Marrakech,Morocco
401,ChangwatOfNonpHigh,Thailand
402,SaoGoncalo,Brazil
403,MahaSarakham,Thailand
404,ChangkatMachSarakam,Thailand
405,Monrovia,Liberia
406,Irbil,Iraq
407,Malatia,Turkey
408,Jodhpur,India
409,Chiba,Japan
410,SanLuis,Brazil
411,Chandigarh,India
412,GampheangFET,Thailand
413,Madurai,India
414,HellDiwaniyah,Iraq
415,Krasnoyarsk,Russia
416,Huabei,China
417,Cochabamba,Bolivia
418,D,Iran
419,AbuGhraib,Iraq
420,Adobo,CoteDivoire
421,Guwahati,India
422,ABA,Nigeria
423,SanJose,USA
424,Bulawayo,Zimbabwe
425,Bishkek,Kyrgyzstan
426,Pingshan,China
427,Detroit,USA
428,ChangwatRatBuri,Thailand
429,Gwalior,India
430,Qiqihar,China
431,Klang,Malaysia
432,Safi,Morocco
433,Yangoonabie,Turkey
434,Mbuji-may,Congo
435,Vijayawada,India
436,Ottawa,Canada
437,Mysore,India
438,ChangwatSuphanBuri,Thailand
439,Wenzhou,China
440,Torino,Italy
441,Saratov,Russia
442,Ahwaz,Iran
443,Tegucigalpa,Honduras
444,Turin,Italy
445,Naucalpan,Mexico
446,YesKhoury,Mongolia
447,Arequipa,Peru
448,Voronezh,Russia
449,Padang,Indonesia
450,Hubli,India
451,Marrakech,Morocco
452,Callao,Peru
453,Lions,Ukraine
454,Tucuman,Argentina
455,Tangier,Morocco
456,ChangwatLampang,Thailand
457,Edmonton,Canada
458,DuqueDeCaxias,Brazil
459,Joss,Nigeria
460,Selling,Morocco
461,Ilorin,Nigeria
462,LaPaz,Bolivia
463,Barquisimeto,Venezuela
464,Oslo,Norway
465,Nanning,China
466,JohorBahru,Malaysia
467,BandarLampung,Indonesia
468,Cebucity,Philippines
469,Mombasa,Kenya
470,Asgabat,Turkmenistan
471,Jacksonville,USA
472,Aleksandrovsk,Ukraine
473,TheForeheadOfTheStorm,Thailand
474,Marseille,France
475,SootAFathom,Thailand
476,Kathmandu,Nepal
477,Rupandehi,Nepal
478,Jalandhar,India
479,Thiruvanathapuram,India
480,Sakai,Japan
481,Anyang,China
482,SanMigueldeTucuman,Argentina
483,ChangwatPhraNakhonSiAyuthaya,Thailand
484,Villages,India
485,Taroudant,Morocco
486,Reunited,Reunion
487,Trichirapalli,India
488,Khims,Syria
489,Laughter,China
490,Jiamei,Niger
491,Khiam,Niger
492,Indianapolis,USA
493,Valencia,Spain
494,ChangwatNakhonPhanom,Thailand
495,Bogor,Indonesia
496,Lodz,Poland
497,AdDammam,SaudiArabia
498,Patumthani,Thailand
499,Hining,China
500,Kermanshah,Iran
501,Kariz,Iran
502,Liuzhou,China
503,Cat,India
504,Natal,Brazil
505,Bhubaneswar,India
506,Qinhuangdao,China
507,Hengguang,China
508,Antalya,Turkey
509,Cebu,Philippines
510,Adaliya,Turkey
511,Krakow,Poland
512,Aligarh,India
513,DaNang,Vietnam
514,Naradhiwas,Thailand
515,Pietermaritzburg,SouthAFR.Respub.
516,Taian,China
517,Trujillo,Peru
518,Scrap,Togo
519,Scrap,Togo
520,Malang,Indonesia
521,CiudadGuayana,Venezuela
522,Msterdam,Netherlands
523,Kigali,Rwanda
524,Barrels,India
525,Kigali,Rwanda
526,Kigal,Rwanda
527,Teresina,Brazil
528,Poti,Brazil
529,Xijiang,China
530,SaoBernardoDoCampo,Brazil
531,Hegang,China
532,Riga,Latvia
533,Pelvis,Morocco
534,Astrida,Rwanda
535,Columbus,USA
536,TheJMA,Nigeria
537,Tainan,Taiwan
538,Quetta,Pakistan
539,SanFrancisco,USA
540,Japa,Nepal
541,CampoGrande,Brazil
542,Athens,Greece
543,Ashgabat,Turkmenistan
544,SaraPol,Afghanistan
545,Guidepole,Mexico
546,AsSulaymaniyah,Iraq
547,Dhanuka,Nepal
548,Cucuta,Colombia
549,Moradabad,India
550,Angfang,China
551,Ningbo,China
552,Yantai,China
553,Togliatti,Russia
554,Merida,Mexico
555,Tlanepantla,Mexico
556,Jerusalem,Israel
557,Chisinau,Moldova
558,Ailali,Nepal
559,Honjo,KoreaRep.
560,Nouakchott,Mauritania
561,Zhuzhou,China
562,Chihuahua,Mexico
563,Bhiwandi,India
564,Jaboatao,Brazil
565,Rajshahi,Bangladesh
567,Gadir,Morocco
568,Bosna-Serai,BosniaandHerzegovin
569,EvaPeron,Argentina
570,Ringtones,Tunisia
571,Zhangjiakou,China
572,Kludge,Romania
573,Cotonou,Benin
574,Zigong,China
575,Magenta,China
576,ANOVA,Nigeria
577,Tangier,Morocco
578,Liaoyang,China
579,Seville,Spain
580,Nerima,Japan
581,LaPlata,Argentina
582,Bangui,Center.Adf.Republic
583,Kumamoto,Japan
584,Raipur,India
585,Austin,USA
586,Adiyaman,Turkey
587,Osasco,Brazil
588,SanLuisPotosi,Mexico
589,Lewi,Thailand
590,ChangwatLoei,Thailand
591,Gorakhpur,India
592,Ipoh,Malaysia
593,Zibo,China
594,Palermo,Italy
595,ChangwatChachoengsao,Thailand
596,MISSISSAUGA,Canada
597,Taounate,Morocco
598,Puyang,China
599,Nantong,China
600,ChangwatSukhothai,Thailand
601,SawankhalokChangwat,Thailand
602,Mudanjiang,China
603,SantoAndre,Brazil
604,Pointe-Noire,Congo
605,Aguascalientes,Mexico
606,Agadir,Morocco
607,Hamilton,Canada
608,Enugu,Nigeria
609,KryvyiRih,Ukraine
610,Acapulco,Mexico
611,JoanPessoa,Brazil
612,Ansan,KoreaRep.
613,Benghazi,Libya
614,Memphis,USA
615,Frankfurtammain,Germany
616,Krasnodar,Russia
617,Shaoyang,China
618,Guilin,China
619,Sagamihara,Japan
620,ZamboangaCity,Philippines
621,Colombo,SriLanka
622,Frankfurt,Germany
623,Lilongwe,Malawi
624,Wahran,Algeria
625,MardelPlata,Argentina
626,QC,Canada
627,Diyarbakir,Turkey
628,NewSouthMemphis,USA
629,Memphis,USA
630,Ulyanovsk,Russia
631,Okayama,Japan
632,Zhanjiang,China
633,Yogyakarta,Indonesia
634,Zaragoza,Spain
635,Wroclaw,Poland
636,Anyang,KoreaRep.
637,Zhenjiang,China
638,Winnipeg,Canada
639,Dandong,China
640,Izhevsk,Russia
641,Shaoguan,China
642,Yancheng,China
643,Foshan,China
644,Natal,Brazil
645,Bili,India
646,Panshan,China
647,Djibouti,Djibouti
648,Saltillo,Mexico
649,AshBalls,OAE
650,FortWorth,USA
651,Al-Hodeidah,Yemen
652,Jamshedpur,India
653,Tandjile,Chad
654,Haikou,China
655,ChangwatPhichit,Thailand
656,SaoJoseDOSCampos,Brazil
657,ChangwatTrang,Thailand
658,Mersin,Turkey
659,Taizhou,China
660,Queretaro,Mexico
661,Hengtai,China
662,Baltimore,USA
663,Glasgow,Britain
664,Yaroslavl,Russia
665,Elazig,Turkey
666,Benoni,SouthAFR.Respub.
667,Hamamatsu,Japan
668,Kochi,India
669,Amravati,India
670,Rotterdam,Netherlands
671,Amaravati,India
672,AbuDhabi,OAE
673,HaiPhong,Vietnam
674,Aroma,Iran
675,Genoa,Italy
676,Islamabad,Pakistan
677,Kirkuk,Iraq
678,Barnaul,Russia
679,Charlotte,USA
680,ElPaso,USA
681,Luancheng,China
682,Mexicali,Mexico
683,Hermosillo,Mexico
684,Rasht,Iran
685,Dortmund,Germany
686,Kayseri,Turkey
687,Abeokuta,Nigeria
688,Caesarea,Turkey
689,Morelia,Mexico
690,Stuttgart,Germany
691,Yingkou,China
692,Eiko,China
693,Chimalhuacan,Mexico
694,Zhangzhou,China
695,Vladivostok,Russia
696,Irkutsk,Russia
697,Belfast,Britain
698,Genoa,Italy
699,Blantyre,Malawi
700,Kingston,Jamaica
701,Chiclayo,Peru
702,Culiacan,Mexico
703,Kutako,India
704,Hachioji,Japan
705,Milwaukee,USA
706,Xiamen,China
707,Khabarovsk,Russia
708,Ussuri,Russia
709,Khabarovskvtoroy,Russia
710,Libreville,Gabon
711,Kerman,Iran
712,Dusseldorf,Germany
713,Kaifeng,China
714,Essen,Germany
715,Bengbu,China
716,Buckland,India
717,Banjarmasin,Indonesia
718,Shihezi,China
719,Bouake,CoteDivoire
720,Bucaramanga,Colombia
721,SouthBoston,USA
722,Kuching,Malaysia
723,Poznań,Poland
724,Seattle,USA
725,Veracruz,Mexico
726,Lisbon,Portugal
727,Asmara,Equator.Guinea
728,Sokoto,Nigeria
729,Uberlandia,Brazil
730,VAO,Nigeria
731,TheVAOKadifa,Nigeria
732,Funabashi,Japan
733,Hamhŭng,KoreaDPRK
734,Sorocaba,Brazil
735,Helsinki,Finland
736,Malaga,Spain
737,Warangal,India
738,Denver,USA
739,Santiago,Dominicans.Resp.
740,SantiagodeCuba,Cuba
741,Surakarta,Indonesia
742,Kagoshima,Japan
743,Grain,China
744,Bhavnagar,India
745,MarDePlata,Argentina
746,Bahawalpur,Pakistan
747,Washington,USA
748,Zahedan,Iran
749,PrachuapKhiriKhanChangwat,Thailand
750,RibeiraoPreto,Brazil
751,Hamitabat,Turkey
752,Aden,Yemen
753,Chkalov,Russia
754,Orenburg,Russia
755,Orenburgvtoroi,Russia
756,Jiamusi,China
757,Antipolo,Philippines
758,Antipolo,Philippines
759,Salta,Argentina
760,Chantaburi,Thailand
761,Neijiang,China
762,Bremen,Germany
763,Meknes,Morocco
764,Sharjah,OAE
765,Matola,Mozambique
766,ChangwatYasothon,Thailand
767,Al-Sharjah,OAE
768,Comababy,Tajikistan
769,Sargodha,Pakistan
770,Vilnius,Lithuania
771,Cancun,Mexico
772,Portland,USA
773,MAanshan,China
774,LasVegas,USA
775,ChangwatSo,Thailand
776,Yangzhou,China
777,Novokuznetsk,Russia
778,Kisangani,Congo
779,BorSaeed,Egypt
780,Arri,Nigeria
781,Yongkang,China
782,Tanga,China
783,OklahomaCity,USA
784,Jiangmen,China
785,ChangwatNan,Thailand
786,Nashville,USA
787,Beura,Mozambique
788,Guntur,India
789,Yewang,China
790,Cangzhou,China
791,Vaucluse,France
792,SanSalvador,Salvador
793,ChangwatYala,Thailand
794,Torreon,Mexico
795,Dehradun,India
796,Cuiaba,Brazil
797,Khemisset,Morocco
798,LópezMateos,Mexico
799,PetalingJaya,Malaysia
800,Ryazan,Russia
801,Hanover,Germany
802,Tyumen,Russia
803,Durgapur,India
804,Tucson,USA
805,Quilmes,Argentina
806,Ajmer,India
807,FelicitasJulia,Portugal
808,Changde,China
809,Jiaozuo,China
810,Ulhasnagar,India
811,Kolhapur,India
812,Lipetsk,Russia
813,Shiliguri,India
814,Gothenburg,Sweden
815,Eskisehir,Turkey
816,Hamadan,Iran
817,Azadshahr,Iran
818,Penza,Russia
819,ChangwatPhatthalung,Thailand
820,ChangwatChumphon,Thailand
821,Tembisa,SouthAFR.Respub.
822,ChangwatUttaradit,Thailand
823,Nikolaev,Ukraine
824,Khenifra,Morocco
825,NaberezhnyyeMorkvashi,Russia
826,NaberezhnyeChelny,Russia
827,Asuncion,Paraguay
828,SanNicolasDeLosGarza,Mexico
829,Ear,China
830,Dang,Nepal
831,Toluca,Mexico
832,Niigata,Japan
833,Duisburg,Germany
834,Asansol,India
835,Azizal,Morocco
836,Asana,India
837,Arak,Iran
838,Astrakhan,Russia
839,CagayanDeOroCity,Philippines
840,Zhuhai,China
841,GoldCoast,Australia
842,Waren,Germany
843,Barbouri,Thailand
844,Oshogbo,Nigeria
845,LasPinas,Philippines
846,Shashi,China
847,Reynosa,Mexico
848,Makhachkala,Russia
849,Newcastle,Australia
850,Nuremberg,Germany
851,Khouribga,Morocco
852,Ouarzazate,Morocco
853,MaiChi,Indonesia
854,Tlaquepaque,Mexico
855,Angeles,Philippines
856,Leipzig,Germany
857,Jamnagar,India
858,Panchiao,Taiwan
859,Cibitoke,Burundi
860,Aracaju,Brazil
861,SanPedroSula,Honduras
862,AsSuways,Egypt
863,Albuquerque,USA
864,Tomsk,Russia
865,Matsuyama,Japan
866,Nanded,India
867,Saharanpur,India
868,Gulbarga,India
869,Bhatpara,India
870,LongBeach,USA
871,AnNADAF,Iraq
872,FeiraDeSantana,Brazil
873,ShahAlam,Malaysia
874,Himeji,Japan
875,TuxtlaGutiérrez,Mexico
876,Gomel,Belarus
877,Dresden,Germany
878,Ocean,Nigeria
879,Uijeongbu,KoreaRep.
880,Hargeisa,Somalia
881,Yusd,Iran
882,Hargeisa,Somalia
883,Sialkot,Pakistan
884,Kemerovo,Russia
885,Ichan,China
886,TheHague,Netherlands
887,Tipaza,Algeria
888,CuautitlanIzcalli,Mexico
889,Yinchuan,China
890,Skopje,Croatia
891,Vereeniging,SouthAFR.Respub.
892,Maoming,China
893,Londrina,Brazil
894,LRH,Morocco
895,Jiaojiang,China
896,Matsudo,Japan
897,Juizdefora,Brazil
898,SanJuan,Argentina
899,Liverpool,Britain
900,Nishinomiya,Japan
901,Tula,Russia
902,Kawaguchi,Japan
903,Sacramento,USA
904,Shizuoka,Japan
905,Zuni,China
906,Jiaxing,China
907,BelfordRoch,Brazil
908,Jammu,India
909,Dongliao,China
910,Fresno,USA
911,Lyon,France
912,Kananga,Congo
913,Bloemfontein,SouthAFR.Respub.
914,Xiangfan,China
915,Gdansk,Poland
916,Calabar,Nigeria
917,Panzhihua,China
918,Joinville,Brazil
919,Zamboanga,Philippines
920,Namah,Syria
921,Mikso,Guatemala
922,Antwerp,Belgium
923,GeneralSantosCity,Philippines
924,Bean,Philippines
925,NewOrleans,USA
926,Kanazawa,Japan
927,Ichikawa,Japan
928,SchoolBurley,Philippines
929,Ujjain,India
930,Kirov,Russia
931,KotaKinabalu,Malaysia
932,Durango,Mexico
933,Niteroi,Brazil
934,Hengshui,China
935,Chitungwiza,Zimbabwe
936,SantaFe,Argentina
937,Gaby,SaudiArabia
938,Pontianak,Indonesia
939,Leeds,Britain
940,BacolodCity,Philippines
941,SaoJoaoDeMeriti,Brazil
942,Mansilingan,Philippines
943,Bacolod,Philippines
944,Essaouira,Morocco
945,Manado,Indonesia
946,Jining,China
947,Constantine,Algeria
948,Mies,USA
949,Utsunomiya,Japan
950,Urfa,Turkey
951,Cleveland,USA
952,VirginiaBeach,USA
953,Chengde,China
954,Xuchang,China
955,Oita,Japan
956,Sheffield,Britain
957,Cheboksary,Russia
958,CagayanDeOro,Philippines
959,Boksburg,SouthAFR.Respub.
960,Kalat,Afghanistan
961,Rajpur,India
962,ChangwatKrabi,Thailand
963,Amagasaki,Japan
964,Malatya,Turkey
965,NorthKansasCity,USA
966,KansasCity,USA
967,Kansas,USA
968,Bakur,Philippines
969,Baur,Philippines
970,Nangi,India
971,Pereira,Colombia
972,Kozhikode,India
973,Carefor,Haiti
974,Iquitos,Peru
975,Mawlamyine,Myanmar
976,Baoji,China
977,Kurashiki,Japan
978,Garoua,Cameroon
979,Mwanza,Tanzania
980,Kousseri,Cameroon
981,Tirunelveli,India
982,Edinburgh,Britain
983,FortFuro,Cameroon
984,Malegaon,India
985,Matamoros,Mexico
986,Kaliningrad,Russia
987,Geneva,Switzerland
988,Ananindeua,Brazil
989,Balikpapan,Indonesia
990,Brampton,Canada
991,Dadiangas,Philippines
992,Namangan,Uzbekistan
993,Katsina,Nigeria
994,Wellcome,SouthAFR.Respub.
995,SantaMarta,Colombia
996,ElMahallaElKubra,Egypt
997,Bristol,Britain
998,Yokosuka,Japan
999,Akol,India
1000,Belgium,India
1072,Madrid1,Spain1
1073,Nanjing1,China1
1074,Kabul1,Afghanistan1
1075,Pune1,India1
1076,Surat1,India1
1077,Chicago1,USA1
1078,Kanpur1,India1
1079,UmmDurman1,Sudan1
1080,Luanda1,Angola1
1081,AddisAbaba1,Ethiopia1
1082,Nairobi1,Kenya1
1083,Taiyuan1,China1
1084,Jaipur1,India1
1085,ElSalvador1,Brazil1
1086,Dakar1,Senegal1
1087,DaresSalaam1,Tanzania1
1088,Rome1,Italy1
1089,Yunfu1,China1
1090,ChangwatNakhonRatSIMA1,Thailand1
1091,Al-Basra1,Iraq1
1092,Osaka1,Japan1
1093,Mogadishu1,Somalia1
1094,Taegu1,KoreaRep.1
1095,Jeddah1,SaudiArabia1
1096,Changchun1,China1
1097,Taipei1,Taiwan1
1098,Kyiv1,Ukraine1
1099,Faisalabad1,Pakistan1
1100,Izmir1,Turkey1
1101,Lahnau1,India1
1102,Koniya1,Turkey1
1103,Giza1,Egypt1
1104,Tsira1,Brazil1
1105,Cali1,Colombia1
1106,Surabaya1,Indonesia1
1107,Timber1,Turkey1
1108,White1,Brazil1
1109,GreaterDakar1,Senegal1
1110,AlKuwait1,Kuwait1
1111,Mashhad1,Iran1
1112,Brooklyn1,USA1
1113,Quezon1,Philippines1
1114,Nagpur1,India1
1115,Harare1,Zimbabwe1
1116,Brazil1,Brazil1
1117,SantoDomingo1,Dominicans.Resp.1
1118,Nagoya1,Japan1
1119,Havana1,Cuba1
1120,Kosovo1,Serbia1
1121,Aleppo1,Syria1
1122,Paris1,France1
1123,Changsha1,China1
1124,Jinan1,China1
1125,AlMawsil1,Iraq1
1126,Tangshan1,China1
1127,Dalian1,China1
1128,Houston1,USA1
1129,Johannesburg1,SouthAFR.Respub.1
1130,Kowloon1,HongKong1
1131,Al-Basraal-Kadima1,Iraq1
1132,Zhengzhou1,China1
1133,Cheng1,China1
1134,Medellin1,Colombia1
1135,Algeria1,Algeria1
1136,Tashkent1,Uzbekistan1
1137,AlGar1,Algeria1
1138,Khartoum1,Sudan1
1139,Accra1,Ghana1
1140,Guyaquil1,Ecuador1
1141,Maracaibo1,Venezuela1
1142,Rabat1,Morocco1
1143,Sapporo1,Japan1
1144,Jilin1,China1
1145,Hangzhou1,China1
1146,Bucharest1,Romania1
1147,Nanchang1,China1
1148,Kamine1,Guinea1
1149,Brisbane1,Australia1
1150,Vancouver1,Canada1
1151,Indore1,India1
1152,Caracas1,Venezuela1
1153,Ecatepec1,Mexico1
1154,Sana1,Yemen1
